Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2018,1,January,"2,081",0,17
B01804,GOLDCREST TRANSPORT LTD,,2018,5,May,125,0,6
B00919,HARLEM CARS INC.,,2015,3,March,"13,607",0,78
B02285,"VALERA GLOBAL, INC.",,2017,5,May,"4,170",0,86
B01614,R TRANSPORT INC,,2018,4,April,614,0,10
B01674,NEW PUEBLA CAR & LIMOUSINE SERVICE INC.,,2017,10,October,"4,557",0,26
B01016,810 CAR SVCE CORP,,2016,11,November,"17,841",0,76
B02936,UNICE CAR SERVICE CORP,,2016,6,June,47,0,8
B00652,RESCUE C/S INC,,2017,9,September,"2,411",0,16
b01091,A & R GOLDEN EXP INC,,2016,3,March,"6,325",0,10
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2017,1,January,"13,120",0,120
B02298,NYG LIMOUSINE LLC,,2019,1,January,325,0,17
B01343,ALL PEOPLE CAR SERVICE INC.,,2017,10,October,"1,359",0,15
B01742,"AVALON TRANSPORTATION, LLC",,2017,11,November,516,0,20
B03014,AMBULAR LLC,,2019,1,January,"1,159",0,15
b00833,OMEGA CAR SERVICE INC.,,2018,12,December,928,0,5
B00693,BUSHWICK CAR SVCE INC,,2016,10,October,"10,612",0,76
B02670,"STRIDE LIMO WORLDWIDE, LLC",,2017,10,October,"1,180",0,48
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,,2018,1,January,"3,745",0,52
B01710,"79 MASADA III, INC.",MASADA III,2018,4,April,"3,783",0,26
B01353,DYKER CARS INC.,,2016,2,February,"1,062",0,10
B01280,BENSONHURST RIDE INC.,,2018,2,February,"3,824",0,22
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2016,7,July,31,0,7
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2016,10,October,"13,428",0,108
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2017,10,October,"11,703",0,222
B01391,ROSE 'N' DALE C/S INC,,2016,5,May,"3,840",0,11
B02594,FENIX MOBILE DISPATCHERS LTD,,2018,7,July,476,0,2
B02653,NEW COLLEGE CAR SVCE INC,,2018,3,March,"12,813",0,56
B02410,"POLO LIMOUSINE, CORP.",,2017,12,December,"1,219",0,44
B02658,ASCONA CAR SERVICE INC.,,2017,3,March,688,0,6
B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,,2015,5,May,93,0,6
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2018,3,March,459,0,3
B02288,SAFARI TRANSPORTATION INC.,,2017,12,December,92,0,4
B02996,FOREVER BLUE CAR SERVICE INC.,,2017,6,June,"5,355",0,32
B03018,AUREUS LLC,,2017,9,September,175,0,10
B02472,NEW BUSHWICK LUXURY INC.,,2016,8,August,"8,634",0,69
B02952,BELLEROSE CAR & LIMO SERVICE INC,,2017,6,June,130,0,7
B00856,BEE-BEE CAR SERVICE INC.,,2018,1,January,"12,736",0,59
B00277,ALL CITY CORP TRANS INC,,2018,5,May,"1,498",0,39
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2015,9,September,"8,756",0,9
B01527,NEW FAMILY RAD DISP INC,,2016,2,February,"11,018",0,90
B03031,ALLIANCE LIMOUSINE INC,,2018,10,October,302,0,12
B02191,US LIMO SYSTEM INC,,2017,9,September,902,0,24
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2015,12,December,"18,807",0,260
B00889,MEXICANA CAR SERVICE INC.,,2017,9,September,"11,844",0,57
B00746,BAMADU CAR SVCE,,2017,4,April,989,0,14
B02515,OLS LIMOUSINE SERVICE INC.,,2016,2,February,15,0,2
B02376,ALL NATIONS LUXURY LIMO CORP.,,2018,10,October,45,0,5
B00789,VITAL TRANSPORTATION INC.,,2018,1,January,"11,145",0,202
B01259,THE NEW BROOKLYN C/S INC,,2015,11,November,"40,472",0,127
B02026,A RIDE FOR ALL LLC,,2015,5,May,71,0,1
B02496,MAHAICA EXPRESS SERVICE INC.,,2017,6,June,93,0,9
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2017,8,August,90,0,7
B02738,EXPLORER CAR SERVICE INC.,,2018,6,June,991,0,14
B00277,ALL CITY CORP TRANS INC,,2016,11,November,"1,368",0,42
B02855,JUNIORS LUXURY INC,,2016,3,March,924,0,10
B02689,OCS LIMO CORP.,,2017,7,July,34,0,2
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2017,3,March,"4,825",0,26
B02379,THE OPTION TRANSPORTATION CORP.,,2018,10,October,"3,269",0,27
B01679,OLLIE'S TRANSPORTATION SERVICE,OLLIE'S AIRPORT SERVICE,2017,6,June,497,0,22
B01273,PUERTO RICO CAR SERVICE INC.,,2017,3,March,"13,219",0,58
B01674,NEW PUEBLA CAR & LIMOUSINE SERVICE INC.,,2016,9,September,"4,281",0,21
B01349,CAPRICORN LIMO SVC INC,,2018,12,December,890,0,21
B02795,LIMO SEVEN TRANSPORTATION INC,,2016,9,September,"3,434",0,13
B02760,VISMAR RADIO DISPATCH INC.,,2018,5,May,280,0,7
B01065,EL BARRIO'S CAR SERVICE LLC,,2018,9,September,"7,579",0,52
B02241,"MARU & KITANO, INC.",,2016,1,January,"1,035",0,26
LYFT,LYFT,LYFT,2016,3,March,"691,455",0,"9,266"
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2016,10,October,"5,396",0,42
B00334,DO MAX CORP.,HIGH BRIDGE C/S,2016,1,January,"3,853",0,44
B00373,PARTICULAR PEOPLE CAR SERVICE INC.,,2018,2,February,"1,659",0,11
B03124,MARR LIMO LLC,,2018,10,October,241,0,4
B01957,"ANIMO, INC",CHRIS LIMOUSINE U.S.A.,2016,3,March,135,0,4
B02737,BWJ GROUP INC,,2015,10,October,"5,705",0,36
B00619,"HOLA CAR SERVICE,INC.",,2017,11,November,426,0,14
B00277,ALL CITY CORP TRANS INC,,2016,6,June,"1,702",0,46
B00419,KOOP DISPATCHING INC.,,2015,4,April,2,0,1
B01479,PRATT CAR SERVICE INC,,2016,3,March,"1,560",0,10
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2016,12,December,598,0,18
B01066,DOMINICANA RAD DISP INC,,2016,10,October,"19,769",0,98
B02931,NEW TECHNOLOGY TRANSPORTATION INC.,,2018,6,June,101,0,1
B02429,SEAGULL RIDE CORP,,2018,3,March,"2,827",0,7
B02956,W.K.EXPRESS LIMO SERVICE INC,,2018,12,December,21,0,9
B02277,"LIMO VISION, INC.",,2015,10,October,189,0,4
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2018,3,March,"3,429",0,24
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2017,11,November,"5,751",0,24
B02197,JAMES A LEASING INC.,,2015,6,June,"4,066",0,18
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2016,2,February,600,0,14
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2016,3,March,"4,344",0,15
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2016,8,August,"4,531",0,17
B02688,KJ TRANSPORTATION,,2018,10,October,352,0,3
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2016,8,August,"43,957",0,385
B00031,QUEENS VILLAGE INC.,,2018,4,April,742,0,4
B00552,HINO-MARU ENTERPRISES INC.,,2016,4,April,959,0,51
B02736,TRINITY CAR SERVICE INC,,2016,1,January,"1,384",0,8
B02797,CJ LIMOUSINE LLC,,2015,11,November,389,0,13
B02939,GREAT EXPRESS CAR & LIMOUSINE SERVICE INC,,2016,6,June,516,0,8
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,,2016,10,October,"2,162",0,11
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2018,12,December,"4,366",0,16
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2017,12,December,"2,099",0,28
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2015,8,August,"2,546",0,13
B02769,MAVROS TRANSPORTATION INC,,2017,10,October,346,0,15
B00991,BLUE LANE CAR SERVICE INC,,2018,12,December,289,0,12
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2015,7,July,"3,004",0,54
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2017,1,January,395,0,8
B02673,CONCORDE LIMOUSINE INC,CC LIMOUSINE WORLDWIDE,2015,4,April,174,0,27
B02121,KINGS PLAZA CAR & LIMO INC,,2018,3,March,456,0,9
B00255,CAUTIOUS CARS INC.,,2016,8,August,333,0,15
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2015,12,December,"4,498",0,105
B01663,CIBAO RADIO DISPATCH,,2015,3,March,"27,993",0,152
B02093,V.J. CAR & LIMO SVC INC.,,2016,12,December,"2,468",0,5
B02110,"OPTIMUM CAR & LIMO, INC.",,2018,9,September,990,0,4
B00837,CAREY LIMO N Y INC,,2016,1,January,"10,432",0,244
B02669,TRUESTAR LIMO CORP.,,2015,12,December,80,0,6
B01492,MOBILE #1 CAR SERVICE INC.,,2018,3,March,52,0,7
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2016,10,October,1,0,1
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2016,11,November,"1,718",0,41
B02651,SAROS TRANSPORTATION GROUP INC.,,2018,1,January,215,0,18
B02834,811 TRANSIT CORP,,2017,7,July,"3,382",0,22
B01282,NEW LOTS C/S INC,,2016,3,March,"27,417",0,82
B01349,CAPRICORN LIMO SVC INC,,2018,1,January,781,0,22
B02557,185 MALTA CAR SERVICE LLC,,2018,2,February,"1,612",0,8
B02243,BARONAS LUXURY II INC,,2016,10,October,"1,672",0,14
B02856,MARIACHI CAR SERVICE INC,,2018,11,November,"3,065",0,14
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2019,1,January,828,0,47
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2015,11,November,"17,928",0,94
B02727,OSCAR LIMOUSINE INC,,2018,10,October,242,0,4
B01990,SUK INCORPORATED,RAINBOW LIMO,2016,9,September,885,0,44
B03093,HAMPTON'S TRANSPORTATION SERVICE INC.,,2018,7,July,22,0,9
B02861,ELTRI CAR SERVICE INC,,2017,11,November,"2,632",0,9
B01525,NORTHSIDE LUXURY INC.,,2015,9,September,"1,717",0,176
B02316,"AJAY CAR SERVICE, LLC.",,2016,12,December,756,0,8
B00889,MEXICANA CAR SERVICE INC.,,2017,7,July,"12,549",0,58
B01871,"ALPINE LIMOUSINE SERVICE, INC.",,2017,12,December,"3,733",0,97
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,4,April,"3,235",0,10
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2015,11,November,30,0,8
B02855,JUNIORS LUXURY INC,,2016,1,January,"1,318",0,9
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2017,9,September,"3,251",0,20
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",,2018,12,December,"1,866",0,57
B01413,SFL INC,,2015,10,October,"1,048",0,45
B02217,PCS LIMOUSINE INC.,,2016,1,January,559,0,9
B02147,"MITA LIMOUSINE, INC.",,2017,8,August,508,0,19
B00111,SKYLINE CREDIT RIDE INC,,2016,9,September,"22,253",0,340
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2018,2,February,"3,359",0,18
B02922,"HY'S LIVERY SERVICE,INC.",,2017,6,June,30,0,10
b02657,MALCOLM LIMO EXPRESS CORP.,,2016,7,July,627,0,26
B01875,ON LINE LIMOUSINE LLC,,2015,8,August,"3,311",0,69
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2017,9,September,201,0,2
B01081,GEORGE TOWN MANAGEMENT INC,,2018,5,May,"1,093",0,9
B01751,CONCORDE EXP OF N.Y. INC,,2018,7,July,"2,490",0,10
B00014,NY ONE CORP CAR INC,,2018,10,October,"5,759",0,121
B02811,M.L TRIPS CORP.,,2017,5,May,968,0,33
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2017,7,July,"6,952",0,50
b02747,LEGEND LUXURY LIMO INC.,,2017,1,January,"2,718",0,38
B00608,SUMMIT CORPORATE CAR INC.,,2017,10,October,"2,158",0,38
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2017,1,January,"9,231",0,94
B02855,JUNIORS LUXURY INC,,2017,1,January,"3,674",0,13
B00031,QUEENS VILLAGE INC.,,2018,11,November,247,0,4
B01351,HADERECH CAR SERVICE INC,,2016,2,February,445,0,5
B00014,NY ONE CORP CAR INC,,2018,3,March,"6,147",0,134
B01537,S.I. SPEED INC.,,2017,7,July,"2,570",0,15
B02103,A & S LIMOUSINE SERVICE CORP,,2018,11,November,"4,885",0,29
B01057,NEW AMERICAN C/L SVC,,2016,2,February,"1,454",0,12
B01529,J.I.G. TRANSPORT CORP.,NEW EASTERN C/L SVCE,2015,8,August,"1,121",0,7
B01083,BROAD DYCKMAN C/S INC,,2018,7,July,"10,930",0,54
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2017,8,August,359,0,7
B01700,LINDEN EXPRESS CAR SERVICES INC.,,2018,7,July,"1,103",0,6
B00789,VITAL TRANSPORTATION INC.,,2018,2,February,"10,623",0,200
B02011,EXECUTIVE TOWN CAR & LIMO CORP.,,2016,4,April,257,0,14
B02355,BWJ GROUP INC,,2018,9,September,781,0,3
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2017,7,July,"1,259",0,62
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2017,6,June,173,0,8
B01800,EMPIRE INTERNATIONAL LTD.,,2015,5,May,"12,675",0,304
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2018,12,December,"2,263",0,56
B01285,UNION RADIO DISPATCH INC,,2016,7,July,"31,443",0,180
B02856,MARIACHI CAR SERVICE INC,,2018,3,March,"1,680",0,13
B01194,440 CAR SERVICE INC.,,2015,12,December,"7,978",0,37
B02182,"FINEST CAR SERVICE, LLC",,2018,5,May,"8,491",0,83
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2017,9,September,"1,709",0,14
B00449,A KINGS HWY C/S INC.,,2018,9,September,"2,132",0,10
B01145,ULTRA RADIO DISP INC,,2017,5,May,"22,705",0,112
B01644,MUSIC EXPRESS/N.Y. INC,,2018,10,October,"2,167",0,50
B01045,CAPRICE CAR SERVICE NO.2 INC.,,2016,4,April,"6,188",0,41
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2018,10,October,"10,554",0,127
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2017,11,November,"3,514",0,92
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2016,3,March,"4,654",0,15
B01445,J T TRANS CO INC,,2018,9,September,"6,340",0,77
B02379,THE OPTION TRANSPORTATION CORP.,,2018,7,July,"1,588",0,32
B02060,AMERICAN LIMOUSINE LLC,FLYTE TYME WORLDWIDE/ADDISON LEE,2015,12,December,637,0,53
B02767,KISMET INTERNATIONAL INC.,,2016,9,September,155,0,11
B01081,GEORGE TOWN MANAGEMENT INC,,2017,12,December,"1,179",0,12
B01741,MONACO LIMO & CAR SERVICES INC.,,2016,5,May,657,0,14
B02037,KINGSDALE DISPATCH INC,,2016,5,May,"2,063",0,12
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2017,12,December,778,0,4
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2018,7,July,"5,284",0,52
B01970,GRAFE STREET SERVICE CORP.,,2015,6,June,251,0,13
B02517,LOS PAISANOS LUXURY C/S INC.,,2017,6,June,728,0,4
B03069,"HINOMARUNY INTERNATIONAL,INC",,2017,12,December,891,0,41
B03064,AP LUXURY LIMOUSINE INC,,2018,5,May,166,0,9
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2016,1,January,"1,687",0,8
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2017,4,April,"20,807",0,89
B03147,H H CAR SERVICE INC,,2018,12,December,173,0,11
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2016,2,February,"2,515",0,18
B00789,VITAL TRANSPORTATION INC.,,2017,6,June,"12,296",0,221
B02287,"ROAD NEW YORK ENTERPRISES, INC.",DAI-ICHI LIMOUSINE,2016,4,April,177,0,7
B00652,RESCUE C/S INC,,2016,5,May,"6,216",0,19
B02515,OLS LIMOUSINE SERVICE INC.,,2017,3,March,56,0,4
B01779,APEX CAR & LIMO SVCE INC,,2015,10,October,"1,269",0,27
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2017,2,February,"7,237",0,65
B02379,THE OPTION TRANSPORTATION CORP.,,2015,4,April,"1,706",0,15
B01339,R C AUDUBON SVC INC,,2018,9,September,"9,141",0,71
B02874,"CAPSTAR CHAUFFEURS,INC.",,2016,3,March,87,0,10
B02726,COMPADRE CAR SERVICE INC.,,2016,6,June,"2,271",0,11
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,11,November,"2,618",0,7
B02753,DADDY LIMO INC,,2017,9,September,297,0,5
B00254,XYZ TWO WAY RADIO,,2015,6,June,"26,458",0,315
B02667,LEON LUXURY LIMO INC,,2016,6,June,82,0,6
B02925,SIGNATURE BLACK CAR LLC,,2016,9,September,9,0,6
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2018,6,June,23,0,1
b01148,EVELYN CAR SERVICE INC,,2016,3,March,"3,052",0,68
VIA,VIA,VIA,2018,1,January,"1,016,794","662,745","5,697"
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2018,9,September,"5,113",0,28
B00919,HARLEM CARS INC.,,2017,4,April,"11,967",0,80
B00693,BUSHWICK CAR SVCE INC,,2018,5,May,"5,051",0,29
B02207,"EASTERN LUXURY, INC.",,2016,6,June,538,0,92
B02797,CJ LIMOUSINE LLC,,2017,11,November,446,0,11
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2018,5,May,"3,618",0,19
B01364,NY ATLIXCO CAR SERVICE INC,,2018,11,November,"1,890",0,13
B00373,PARTICULAR PEOPLE CAR SERVICE INC.,,2017,6,June,"2,090",0,13
B02920,AMAZING CAR AND LIMO SERVICE INC,,2018,11,November,"1,362",0,9
B02277,"LIMO VISION, INC.",,2015,4,April,79,0,3
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2017,5,May,"3,868",0,23
B01250,BELLE MANAGEMENT CORP.,GLEN BELLE CAR SERVICE,2016,6,June,282,0,15
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2016,1,January,"3,002",0,21
B01536,FIRST CLASS C/L SVC CORP,,2017,6,June,"10,247",0,152
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2015,10,October,51,0,8
B02653,NEW COLLEGE CAR SVCE INC,,2016,5,May,"20,423",0,103
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2017,11,November,3,0,3
B02410,"POLO LIMOUSINE, CORP.",,2015,10,October,"2,159",0,53
B02279,MATAMOROS CAR SERVICE INC.,,2017,7,July,"5,621",0,20
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2018,4,April,"5,990",0,56
B01318,LOWER EAST SIDE C/S CORP,,2017,3,March,"9,677",0,41
B01061,DAT RADIO DISP INC,,2016,4,April,"70,926",0,280
B02566,GSL LIMOUSINES CORP.,,2016,4,April,179,0,21
B02058,MEX SERVICE INC,MEX EXPRESS CAR SERVICE,2017,4,April,"6,964",0,60
B02022,GOLD SEAL CAR & LIMO INC.,,2016,4,April,"1,244",0,27
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2016,8,August,"3,806",0,71
B00477,INTA-BORO ACRES INC,,2016,8,August,"9,566",0,172
B00111,SKYLINE CREDIT RIDE INC,,2018,6,June,"13,515",0,260
B01527,NEW FAMILY RAD DISP INC,,2016,4,April,"9,255",0,74
UBER,UBER,UBER,2018,10,October,"14,663,999","4,045,741","75,606"
B01527,NEW FAMILY RAD DISP INC,,2017,4,April,"7,704",0,79
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2018,7,July,"1,233",0,7
B02717,ZOOM CAR SERVICE INC.,,2017,10,October,"1,995",0,9
B02784,SMILE TRANSPORTATION GROUP INC,,2016,2,February,"4,391",0,15
B01553,CITY LINE CAR SERVICE INC,,2016,1,January,"22,130",0,108
B01525,NORTHSIDE LUXURY INC.,,2018,8,August,"5,296",0,117
B02509,NY MINUTE CAR SERVICE INC.,,2016,3,March,88,0,4
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2018,12,December,"18,371",0,128
B02252,ASIANA LIMOUSINE INC.,,2018,4,April,23,0,2
B02406,MY SEDAN LLC,,2018,2,February,455,0,11
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2018,9,September,165,0,7
B02966,ELEGANT LUXURY LIMO LLC,,2017,8,August,14,0,7
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2018,9,September,"3,468",0,25
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2017,9,September,"2,546",0,74
B02406,MY SEDAN LLC,,2015,10,October,"1,837",0,29
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2016,1,January,"6,668",0,168
B00477,INTA-BORO ACRES INC,,2015,11,November,"12,056",0,184
B01029,ZION CAR SERVICE INC.,,2017,1,January,37,0,4
B02003,"AVALON CORPORATE CAR,INC.",,2015,12,December,"3,836",0,104
B02627,APL LIMO LLC,,2016,4,April,332,0,10
B02470,VAHANA INC.,,2015,10,October,624,0,12
B02901,GALLANT LUXURY SERVICE CORP.,,2018,4,April,"7,363",0,73
B01292,SHEPREID CAR SERVICE AND LIMOUSINE CORP.,DELTA CAR SVCE,2015,6,June,"1,704",0,9
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2017,6,June,"3,809",0,76
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2018,2,February,"5,140",0,103
B00202,"EXCELSIOR CAR & LIMO, INC.",,2017,11,November,516,0,20
B00375,THE EXCELLENT C/S INC,,2018,6,June,"11,581",0,54
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2015,8,August,"9,913",0,71
B02736,TRINITY CAR SERVICE INC,,2017,12,December,"1,001",0,11
b02721,JOHN PETERS PROFESSIONAL LIMOUSINES INC,,2017,2,February,21,0,3
B00254,XYZ TWO WAY RADIO,,2017,12,December,"16,017",0,258
B01553,CITY LINE CAR SERVICE INC,,2018,6,June,"8,350",0,39
B02851,GALLANT CAR SERVICE CORP.,,2017,10,October,123,0,1
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2016,4,April,"1,610",0,12
B02727,OSCAR LIMOUSINE INC,,2015,11,November,180,0,4
B01506,HOYT LIMO & SVC CORP,,2015,4,April,"16,736",0,78
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2018,4,April,"4,766",0,19
B00381,BELL RADIO INC,,2017,7,July,"4,394",0,105
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2018,5,May,"4,221",0,16
B02093,V.J. CAR & LIMO SVC INC.,,2016,4,April,"1,974",0,7
B02670,"STRIDE LIMO WORLDWIDE, LLC",,2016,5,May,"1,303",0,39
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2018,12,December,"1,743",0,46
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2018,4,April,"3,971",0,14
B02860,EVERY WHERE LIMO SERVICE INC.,,2018,5,May,137,0,12
b01057,NEW AMERICAN C/L SVC,,2016,4,April,"1,182",0,11
B01751,CONCORDE EXP OF N.Y. INC,,2016,5,May,"4,436",0,12
B00987,AHSAN INC.,MARLBORO CAR SERVICE,2018,6,June,420,0,5
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2015,4,April,645,0,20
B02731,EMES OF BOROPARK CAR SERVICE INC,,2018,11,November,537,0,5
B02851,GALLANT CAR SERVICE CORP.,,2018,4,April,122,0,1
B00628,"CONCORD LIMOUSINE 1, LLC",,2016,12,December,"13,462",0,325
B02311,FAST CITY CAR & LIMO SVC INC.,,2016,8,August,133,0,14
B01452,AREAS TRANSP INC,,2016,9,September,"4,354",0,14
B01148,EVELYN CAR SERVICE INC,,2017,1,January,"4,033",0,115
b01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2016,5,May,"15,425",0,69
B00385,DELINCE CAR LIVERY SERVICE CORP.,WHITE TOP CAR SERVICE,2018,11,November,"1,359",0,7
B02197,JAMES A LEASING INC.,,2015,4,April,"2,305",0,17
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2017,1,January,"3,685",0,79
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2018,10,October,"3,825",12,18
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2015,11,November,"1,027",0,5
b00972,N.J.M.INC.,MID ISLAND CAR SVCE,2015,12,December,"1,639",0,15
B03011,GOOD DAY TRANSPORTATION INC,,2019,1,January,333,0,6
B02037,KINGSDALE DISPATCH INC,,2015,12,December,"2,802",0,15
B00160,JAFFA CAR & LIMO SVC INC,,2017,9,September,"2,376",0,17
B02857,MATHES SERVICE INC.,NUNU ROCHDALE CAR SERVICE,2017,12,December,"1,455",0,6
B01146,CHURCH AVE C/S INC,,2017,6,June,"11,693",0,44
B01989,"ICS-NY, INC.",,2019,1,January,154,0,9
B00448,DIAL CAR INC.,,2018,8,August,"5,985",0,153
B02629,CARLUX LIMO INC.,,2017,5,May,245,0,6
B00001,LONDON TOWNCARS INC,,2015,7,July,"1,803",0,41
B01326,DEBORAH C/L SVC INC,,2018,3,March,"2,151",0,53
B01553,CITY LINE CAR SERVICE INC,,2015,10,October,"23,378",0,131
B02273,BENI'S LIMOUSINE SERVICE INC,,2018,11,November,24,0,7
B02675,FRIELECH CAR & LIMO SERVICE INC,15TH AVENUE CAR SERVICE,2015,12,December,68,0,11
B02612,GOLDEN LUXURY TRANSPORTATION INC.,,2018,3,March,111,0,5
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2017,9,September,"2,032",0,16
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2015,12,December,164,0,9
B01466,FIVE STAR,,2017,12,December,"1,499",0,17
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2017,11,November,"1,329",0,7
B02252,ASIANA LIMOUSINE INC.,,2017,7,July,19,0,3
B00882,U N C CAR & LIMO SERVICE,,2016,11,November,325,0,17
b02881,DIANE CAR AND LIMO SERVICE LLC,,2016,9,September,"8,784",0,37
B02965,ORION LUXURY CORP,,2018,2,February,860,0,14
B01479,PRATT CAR SERVICE INC,,2017,10,October,859,0,6
B01444,REGO PARK EXPRESS INC.,,2018,11,November,"2,264",0,18
B02664,CORPORATE CAR LTD.,,2018,5,May,139,0,38
B02984,GRAND PRIX TRANSPORTATION LLC,,2018,2,February,134,0,4
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2017,10,October,"2,002",0,16
B01244,MASADA II C/L SVC INC,,2018,4,April,"1,095",0,6
B02657,MALCOLM LIMO EXPRESS CORP.,,2017,10,October,204,0,38
B02966,ELEGANT LUXURY LIMO LLC,,2017,9,September,34,0,7
